"State","HighQ","HighQN","MedQ","MedQN","LowQ","LowQN","date"
"California",243.98,16492,189.37,19124,NA,1093,2014-12-30
"Colorado",243.56,3140,195.03,2869,NA,178,2014-12-30
"Connecticut",337.28,1834,267.92,2066,NA,126,2014-12-30
"Delaware",364.19,490,235.43,429,NA,41,2014-12-30
"District of Columbia",348.73,656,282.19,575,NA,49,2014-12-30
"Florida",300.96,9358,217.01,8142,NA,695,2014-12-30
"Georgia",324.32,4415,217.36,3457,NA,303,2014-12-30
"Hawaii",307.88,451,263.45,522,NA,30,2014-12-30
"Idaho",274.26,448,245.14,672,NA,35,2014-12-30
"Illinois",353.99,5612,282.56,5513,NA,449,2014-12-30
"Indiana",332.2,2382,214.47,2240,NA,326,2014-12-30
"Iowa",364.52,971,289.34,1040,NA,122,2014-12-30
"Kansas",350.29,1159,261.13,996,NA,138,2014-12-30
"Kentucky",338.92,1486,182.07,1501,NA,180,2014-12-30
"Louisiana",361.41,1518,240.81,1348,NA,316,2014-12-30
"Maine",312.3,620,234.89,657,NA,61,2014-12-30
"Montana",265.49,737,241.42,364,NA,32,2014-12-30
"Nebraska",335.65,695,246.34,720,NA,76,2014-12-30
"Nevada",266.36,1233,226.57,1429,NA,78,2014-12-30
"New Hampshire",353.87,599,288.66,657,NA,51,2014-12-30
"New Jersey",345.36,3052,286.6,4184,NA,256,2014-12-30
"New Mexico",289.19,797,219.5,663,NA,68,2014-12-30
"New York",343.87,7827,263.69,8692,NA,616,2014-12-30
"North Carolina",345.36,4101,245.82,3027,NA,314,2014-12-30
"North Dakota",393.51,212,339.6,327,NA,23,2014-12-30
"Ohio",332.63,4237,218.87,4256,NA,550,2014-12-30
"Oklahoma",354.63,1114,237.91,1071,NA,195,2014-12-30
"Oregon",205.85,2176,180.76,2015,NA,95,2014-12-30
"Maryland",366.1,2858,255.96,2458,NA,193,2014-12-30
"Massachusetts",345.72,3996,286.07,3778,NA,289,2014-12-30
"Michigan",288.5,3985,270.82,3721,NA,295,2014-12-30
"Minnesota",351.61,2362,272.89,2463,NA,128,2014-12-30
"Mississippi",334.98,610,150.39,549,NA,143,2014-12-30
"Missouri",351.48,2215,245.23,2104,NA,299,2014-12-30
"Pennsylvania",363.18,5515,269.75,4968,NA,503,2014-12-30
"Rhode Island",317.15,721,259.59,558,NA,47,2014-12-30
"South Carolina",336.96,1682,205.78,1412,NA,163,2014-12-30
"South Dakota",357.05,222,348.81,256,NA,25,2014-12-30
"Tennessee",349.08,2240,225.62,1908,NA,219,2014-12-30
"Texas",334.19,8223,233.58,8561,NA,1146,2014-12-30
"Utah",290.43,958,238.08,1055,NA,62,2014-12-30
"Vermont",371.23,357,308.89,366,NA,32,2014-12-30
"Virginia",364.78,3506,292.93,3076,NA,284,2014-12-30
"Washington",233.07,3336,188.91,3557,NA,160,2014-12-30
"West Virginia",359.35,551,223.69,544,NA,60,2014-12-30
"Wisconsin",350.65,2239,272.8,2214,NA,167,2014-12-30
"Wyoming",322.27,131,351.86,197,NA,12,2014-12-30
"Alabama",339.01,1092,200.17,983,152.02,129,2014-01-31
"Alaska",288.81,265,262,311,388.58,26,2014-01-31
"Arizona",303.26,2017,210.09,1701,195.32,229,2014-01-31
"Arkansas",359.17,601,183.16,573,127.51,118,2014-01-31
"California",248.23,12559,192.82,13391,191.94,804,2014-01-31
"Colorado",237.31,2305,198.49,1893,223.47,138,2014-01-31
"Connecticut",346.98,1345,273.87,1385,252.88,94,2014-01-31
"Delaware",372.87,361,227.38,285,199.88,34,2014-01-31
"District of Columbia",349.35,462,292.22,371,211.38,40,2014-01-31
"Florida",305.97,6815,219.69,5518,157.05,531,2014-01-31
"Georgia",332.07,3235,214.37,2373,154.46,234,2014-01-31
"Hawaii",307.73,337,272.99,370,162.11,26,2014-01-31
"Idaho",275.3,327,257.17,464,133.75,22,2014-01-31
"Illinois",356.85,4183,287.67,3808,176.21,352,2014-01-31
"Indiana",335.6,1746,207.68,1524,161.44,255,2014-01-31
"Iowa",369.79,724,292.46,683,251.78,105,2014-01-31
"Kansas",354.96,862,261.31,669,113.7,111,2014-01-31
"Kentucky",338.84,1056,181.64,1029,125.11,138,2014-01-31
"Louisiana",374.03,1136,242.75,910,150.16,238,2014-01-31
"Maine",319.11,471,260.36,452,214.8,52,2014-01-31
"Montana",271.29,600,251.47,271,734.65,22,2014-01-31
"Nebraska",350.28,532,248.44,530,142.51,63,2014-01-31
"Nevada",270.53,934,219.47,971,252.49,63,2014-01-31
"New Hampshire",376.92,449,286.06,471,561.24,39,2014-01-31
"New Jersey",354.92,2320,292.64,2929,229.57,198,2014-01-31
"New Mexico",293.37,588,205.27,452,63.7,42,2014-01-31
"New York",352.33,6042,268.53,6110,190.35,496,2014-01-31
"North Carolina",355.24,2918,247.57,2000,151.42,236,2014-01-31
"North Dakota",409.28,143,335.38,216,331.9,15,2014-01-31
"Ohio",336.74,3181,213.68,2961,167.48,413,2014-01-31
"Oklahoma",364.39,791,228.28,714,120.38,135,2014-01-31
"Oregon",212.45,1676,188.96,1384,174.52,65,2014-01-31
"Maryland",379.47,2060,250.36,1638,194.99,154,2014-01-31
"Massachusetts",353.04,2992,296.76,2580,219.23,225,2014-01-31
"Michigan",298.25,3161,276.7,2643,228.04,233,2014-01-31
"Minnesota",370.49,1785,278.6,1626,181.28,103,2014-01-31
"Mississippi",338.86,430,148.41,368,143.99,105,2014-01-31
"Missouri",367.33,1634,242.32,1355,150.15,213,2014-01-31
"Pennsylvania",371.56,4018,265.75,3392,193.3,383,2014-01-31
"Rhode Island",333.68,547,261.44,376,201.75,34,2014-01-31
"South Carolina",346.43,1209,202.42,947,171.2,125,2014-01-31
"South Dakota",389.9,170,369,174,125.68,20,2014-01-31
"Tennessee",358.12,1626,225.49,1301,198.11,155,2014-01-31
"Texas",342.07,6243,236.11,5969,142.88,888,2014-01-31
"Utah",292.91,711,233.04,715,168.59,44,2014-01-31
"Vermont",378,287,319.58,241,187.64,25,2014-01-31
"Virginia",373.85,2583,287.66,2072,225.76,218,2014-01-31
"Washington",235.47,2431,191.25,2464,153.7,113,2014-01-31
"West Virginia",364.28,379,197.3,389,158.3,41,2014-01-31
"Wisconsin",357.76,1697,270.51,1451,233.39,133,2014-01-31
"Wyoming",354.03,94,378.64,137,161.3,11,2014-01-31
"Alabama",335.85,1583,209.25,1523,NA,193,2015-01-31
"Alaska",302.9,357,271.01,492,NA,37,2015-01-31
"Arizona",296.99,2728,208.31,2526,NA,313,2015-01-31
"Arkansas",342.12,871,208.99,870,NA,146,2015-01-31
"California",243.27,16896,188.94,19752,NA,1122,2015-01-31
"Colorado",242.83,3234,195.89,2983,NA,188,2015-01-31
"Connecticut",335.92,1870,267.13,2139,NA,131,2015-01-31
"Delaware",363.88,504,233.49,446,NA,44,2015-01-31
"District of Columbia",348,674,282.41,606,NA,49,2015-01-31
"Florida",300.26,9655,216.44,8515,NA,710,2015-01-31
"Georgia",322.84,4584,216.96,3612,NA,313,2015-01-31
"Hawaii",306.34,464,261.94,542,NA,30,2015-01-31
"Idaho",275.45,467,243.24,694,NA,36,2015-01-31
"Illinois",352.61,5778,282.45,5719,NA,459,2015-01-31
"Indiana",331.62,2451,216.25,2334,NA,335,2015-01-31
"Iowa",365.1,995,289.48,1088,NA,123,2015-01-31
"Kansas",348.95,1191,260.29,1041,NA,142,2015-01-31
"Kentucky",338.64,1542,173.62,1564,NA,182,2015-01-31
"Louisiana",361.26,1578,241.3,1416,NA,329,2015-01-31
"Maine",305.09,630,234.82,683,NA,64,2015-01-31
"Montana",265.34,748,247.53,382,NA,32,2015-01-31
"Nebraska",335.48,709,244.04,757,NA,76,2015-01-31
"Nevada",265.52,1272,226.58,1477,NA,79,2015-01-31
"New Hampshire",353.35,611,288.14,673,NA,52,2015-01-31
"New Jersey",345.16,3152,285.75,4366,NA,263,2015-01-31
"New Mexico",287.82,823,218.85,685,NA,71,2015-01-31
"New York",343.07,8056,262.93,9008,NA,628,2015-01-31
"North Carolina",344.6,4245,245.57,3150,NA,325,2015-01-31
"North Dakota",387.11,216,322.6,344,NA,25,2015-01-31
"Ohio",332.48,4386,219.92,4444,NA,561,2015-01-31
"Oklahoma",352.85,1158,238.4,1104,NA,200,2015-01-31
"Oregon",205.33,2231,180.47,2091,NA,99,2015-01-31
"Maryland",362.62,2967,267.64,2561,NA,198,2015-01-31
"Massachusetts",344.06,4096,284.66,3915,NA,294,2015-01-31
"Michigan",287.49,4078,268.25,3867,NA,305,2015-01-31
"Minnesota",347.92,2448,273.7,2572,NA,134,2015-01-31
"Mississippi",335.78,639,151.02,577,NA,149,2015-01-31
"Missouri",349.72,2283,245.95,2199,NA,304,2015-01-31
"Pennsylvania",362.18,5681,269.71,5159,NA,519,2015-01-31
"Rhode Island",316.78,731,256.92,590,NA,47,2015-01-31
"South Carolina",337.24,1744,205.28,1453,NA,165,2015-01-31
"South Dakota",357.66,224,347.72,262,NA,26,2015-01-31
"Tennessee",347.49,2312,226.31,1997,NA,230,2015-01-31
"Texas",333.41,8476,232.38,8899,NA,1174,2015-01-31
"Utah",289.15,983,237.17,1105,NA,66,2015-01-31
"Vermont",369.93,366,306.19,384,NA,32,2015-01-31
"Virginia",364.53,3615,291.09,3206,NA,293,2015-01-31
"Washington",232.89,3425,188.72,3677,NA,162,2015-01-31
"West Virginia",358.24,566,226.35,564,NA,60,2015-01-31
"Wisconsin",348.75,2304,271.32,2316,NA,170,2015-01-31
"Wyoming",322.28,134,350.57,202,NA,12,2015-01-31
"Alabama",340.89,1203,204.48,1083,145.88,141,2014-03-31
"Alaska",287.59,286,256.78,343,388.58,26,2014-03-31
"Arizona",302.52,2148,208.92,1853,193.93,251,2014-03-31
"Arkansas",352.22,659,183.24,618,129.26,127,2014-03-31
"California",246.83,13383,193.01,14501,191.98,863,2014-03-31
"Colorado",237.56,2507,196.47,2082,226.28,150,2014-03-31
"Connecticut",346.12,1437,275.63,1509,252.31,95,2014-03-31
"Delaware",372.35,388,226.24,315,206.61,36,2014-03-31
"District of Columbia",346.82,491,291,406,214.35,44,2014-03-31
"Florida",304.82,7437,218.78,6063,152.72,577,2014-03-31
"Georgia",329.26,3499,215.1,2587,152.82,249,2014-03-31
"Hawaii",314.67,365,276.75,402,167.62,27,2014-03-31
"Idaho",275.2,346,256.26,509,140.27,26,2014-03-31
"Illinois",357.43,4503,286.63,4113,189.87,375,2014-03-31
"Indiana",334.78,1880,209.92,1674,158.28,269,2014-03-31
"Iowa",370.67,767,292.42,747,247.69,107,2014-03-31
"Kansas",351.58,936,262.21,737,121.53,117,2014-03-31
"Kentucky",340.74,1155,183.12,1127,125.28,146,2014-03-31
"Louisiana",370.35,1204,244.8,996,147.62,256,2014-03-31
"Maine",319.41,501,259.17,487,216.72,56,2014-03-31
"Montana",268.75,629,250.94,297,660.67,25,2014-03-31
"Nebraska",345.01,574,250.38,564,140.02,68,2014-03-31
"Nevada",267.89,995,227.81,1064,252.49,63,2014-03-31
"New Hampshire",361.02,478,290.22,502,677.38,41,2014-03-31
"New Jersey",352.68,2468,291.95,3173,233.2,214,2014-03-31
"New Mexico",291.31,629,213.71,491,75.24,46,2014-03-31
"New York",350.24,6377,266.57,6597,204.64,521,2014-03-31
"North Carolina",353.66,3172,245.79,2206,151.32,248,2014-03-31
"North Dakota",401.73,163,354.34,235,347.51,17,2014-03-31
"Ohio",335.83,3405,215.24,3245,165.02,439,2014-03-31
"Oklahoma",364.77,851,229.61,782,121.24,151,2014-03-31
"Oregon",210.83,1780,186.3,1506,167.35,71,2014-03-31
"Maryland",376.62,2223,249.71,1783,190.34,165,2014-03-31
"Massachusetts",350.34,3193,294.38,2792,217.88,239,2014-03-31
"Michigan",295.34,3336,272.65,2842,229.02,244,2014-03-31
"Minnesota",367.56,1916,277,1789,179.7,104,2014-03-31
"Mississippi",343.43,469,147.09,406,141.39,118,2014-03-31
"Missouri",368.49,1770,244.99,1497,150.52,224,2014-03-31
"Pennsylvania",369.14,4371,267.53,3701,192.5,409,2014-03-31
"Rhode Island",331.58,581,258.86,406,201.75,34,2014-03-31
"South Carolina",345.15,1309,202.68,1041,187.5,137,2014-03-31
"South Dakota",388.48,178,353.75,192,124.17,21,2014-03-31
"Tennessee",356.75,1754,226.72,1423,190.39,172,2014-03-31
"Texas",340.31,6723,234.57,6536,143.03,952,2014-03-31
"Utah",291.38,762,242.66,790,187.19,48,2014-03-31
"Vermont",376.97,301,319.68,263,190.36,26,2014-03-31
"Virginia",371.6,2750,287.73,2252,226.79,229,2014-03-31
"Washington",234.21,2615,190.88,2651,143.67,121,2014-03-31
"West Virginia",359.56,427,215.12,418,160.12,45,2014-03-31
"Wisconsin",356.45,1802,270.8,1589,242.49,140,2014-03-31
"Wyoming",354.72,103,370.55,148,161.3,11,2014-03-31
"Alabama",340.52,1300,204.49,1173,144.04,148,2014-05-31
"Alaska",286.09,307,253.31,372,359.87,30,2014-05-31
"Arizona",302.27,2269,208.93,1991,187.18,270,2014-05-31
"Arkansas",350.58,700,184.08,660,127.16,130,2014-05-31
"California",245.68,14157,192.26,15561,190.01,929,2014-05-31
"Colorado",236.85,2660,196.55,2252,231.56,158,2014-05-31
"Connecticut",343.81,1508,273.19,1610,251.03,100,2014-05-31
"Delaware",368.97,410,224.85,334,204.86,39,2014-05-31
"District of Columbia",346.98,526,291.13,442,209.83,47,2014-05-31
"Florida",303.22,7970,217.97,6586,152.18,603,2014-05-31
"Georgia",327.15,3729,215.08,2797,144.77,266,2014-05-31
"Hawaii",313.34,383,276.22,433,165.55,28,2014-05-31
"Idaho",275.7,367,251.68,539,136.89,28,2014-05-31
"Illinois",356.1,4746,285.24,4400,190.6,393,2014-05-31
"Indiana",333.64,1999,210.46,1816,156.38,281,2014-05-31
"Iowa",367.37,817,288.66,806,247.1,110,2014-05-31
"Kansas",349.83,986,260.05,791,120.31,125,2014-05-31
"Kentucky",339.4,1230,182.15,1214,124.92,158,2014-05-31
"Louisiana",367.54,1284,244.2,1085,144.4,274,2014-05-31
"Maine",317.83,528,257.14,526,274.25,58,2014-05-31
"Montana",268,652,251.91,315,632.31,27,2014-05-31
"Nebraska",343.86,603,250.8,600,134.87,72,2014-05-31
"Nevada",268.39,1051,229.7,1153,238.93,69,2014-05-31
"New Hampshire",359.82,500,291.77,535,657.98,43,2014-05-31
"New Jersey",350.88,2594,289.77,3373,224.74,222,2014-05-31
"New Mexico",289.94,655,201.63,531,85.81,52,2014-05-31
"New York",347.81,6691,266.16,7055,205.54,538,2014-05-31
"North Carolina",350.87,3386,245.11,2395,152.35,263,2014-05-31
"North Dakota",400.69,177,362.38,252,348.9,19,2014-05-31
"Ohio",335.79,3594,216.4,3492,162.89,467,2014-05-31
"Oklahoma",366.58,891,233.9,847,118.71,160,2014-05-31
"Oregon",209.59,1853,185.13,1605,163.84,77,2014-05-31
"Maryland",372.43,2363,250.42,1940,187.17,174,2014-05-31
"Massachusetts",350.73,3394,293.33,2986,218.76,248,2014-05-31
"Michigan",294.73,3488,277.4,3041,273.42,257,2014-05-31
"Minnesota",366.38,2029,278.07,1948,181.83,109,2014-05-31
"Mississippi",337.81,511,145.68,445,147.1,122,2014-05-31
"Missouri",365.12,1874,244.29,1651,143.53,260,2014-05-31
"Pennsylvania",367.2,4611,266.99,3989,193.82,434,2014-05-31
"Rhode Island",328.58,611,256.61,430,203.71,38,2014-05-31
"South Carolina",343.91,1390,201.2,1117,190.55,141,2014-05-31
"South Dakota",383.04,185,351.01,208,123.94,22,2014-05-31
"Tennessee",354.42,1876,225.12,1523,187.46,176,2014-05-31
"Texas",338.4,7069,233.48,6999,142.93,1012,2014-05-31
"Utah",289.27,807,239.14,853,208.27,55,2014-05-31
"Vermont",376.94,316,321.07,282,190.36,26,2014-05-31
"Virginia",369.49,2921,288.2,2451,222.77,243,2014-05-31
"Washington",232.7,2736,190.03,2833,142.98,128,2014-05-31
"West Virginia",356.07,460,215.59,442,155.8,49,2014-05-31
"Wisconsin",354.93,1895,271.84,1711,237.56,145,2014-05-31
"Wyoming",350.72,108,359.79,158,161.3,11,2014-05-31
"Alabama",337.29,1888,206.17,1805,NA,218,2015-05-31
"Alaska",292.84,405,264.61,573,NA,41,2015-05-31
"Arizona",296.74,2990,208.3,2869,NA,344,2015-05-31
"Arkansas",333.9,990,211.88,992,NA,171,2015-05-31
"California",241.91,18466,187.87,22012,NA,1231,2015-05-31
"Colorado",241.14,3596,194.8,3424,NA,215,2015-05-31
"Connecticut",332.33,2112,264.79,2512,NA,146,2015-05-31
"Delaware",353.64,566,241.95,506,NA,47,2015-05-31
"District of Columbia",345.21,762,282.1,726,NA,54,2015-05-31
"Florida",297.07,10796,215.84,9695,NA,782,2015-05-31
"Georgia",317.05,5219,216.52,4200,NA,346,2015-05-31
"Hawaii",302.18,535,259.2,619,NA,32,2015-05-31
"Idaho",273.11,508,241.6,797,NA,42,2015-05-31
"Illinois",348.86,6377,279.44,6519,NA,508,2015-05-31
"Indiana",328.38,2753,218,2643,NA,362,2015-05-31
"Iowa",362.09,1098,287.37,1222,NA,135,2015-05-31
"Kansas",345.95,1296,260.66,1200,NA,154,2015-05-31
"Kentucky",341.26,1704,184.66,1770,NA,201,2015-05-31
"Louisiana",357.74,1858,240.69,1672,NA,369,2015-05-31
"Maine",304.65,700,232.77,771,NA,73,2015-05-31
"Montana",264.58,786,238.3,446,NA,36,2015-05-31
"Nebraska",330.49,787,239.47,857,NA,78,2015-05-31
"Nevada",266.03,1431,224.01,1651,NA,89,2015-05-31
"New Hampshire",349.89,663,285.17,757,NA,58,2015-05-31
"New Jersey",342.36,3442,283.24,4934,NA,287,2015-05-31
"New Mexico",282.77,904,217.46,775,NA,73,2015-05-31
"New York",338.31,8882,261.03,10154,NA,682,2015-05-31
"North Carolina",341.87,4751,244.13,3620,NA,357,2015-05-31
"North Dakota",383.8,250,338.38,401,NA,27,2015-05-31
"Ohio",331.03,4887,219.15,5081,NA,619,2015-05-31
"Oklahoma",348.64,1296,241.33,1278,NA,215,2015-05-31
"Oregon",202.13,2531,178.16,2402,NA,113,2015-05-31
"Maryland",359.38,3265,265.31,2940,NA,214,2015-05-31
"Massachusetts",339.49,4490,280.34,4455,NA,324,2015-05-31
"Michigan",282.48,4483,263.16,4312,NA,329,2015-05-31
"Minnesota",339.88,2694,269.69,2986,NA,149,2015-05-31
"Mississippi",331.4,795,157.17,746,NA,176,2015-05-31
"Missouri",347.46,2548,248,2493,NA,334,2015-05-31
"Pennsylvania",358.23,6194,268.27,5906,NA,561,2015-05-31
"Rhode Island",313.23,804,248.78,681,NA,47,2015-05-31
"South Carolina",333.84,1998,208.69,1689,NA,187,2015-05-31
"South Dakota",358.78,253,340.17,302,NA,29,2015-05-31
"Tennessee",345.3,2591,227,2297,NA,260,2015-05-31
"Texas",326.01,9569,232.33,10250,NA,1285,2015-05-31
"Utah",284.97,1077,232.95,1230,NA,71,2015-05-31
"Vermont",364.83,408,304.7,434,NA,32,2015-05-31
"Virginia",361.59,4009,289.87,3629,NA,320,2015-05-31
"Washington",231.58,3776,187.19,4141,NA,183,2015-05-31
"West Virginia",357.52,638,224.12,649,NA,64,2015-05-31
"Wisconsin",344.93,2549,272.01,2685,NA,183,2015-05-31
"Wyoming",312.84,147,317.38,226,NA,13,2015-05-31
"Alabama",340.37,1378,203.51,1236,146.35,159,2014-07-31
"Alaska",288.34,324,260.46,398,403.33,33,2014-07-31
"Arizona",300.88,2381,209.07,2109,186.06,278,2014-07-31
"Arkansas",348.99,741,181.72,714,126.2,134,2014-07-31
"California",245.39,14928,191.61,16635,188.12,975,2014-07-31
"Colorado",238.14,2796,196.83,2405,227.49,166,2014-07-31
"Connecticut",341.9,1600,272.98,1730,254.44,105,2014-07-31
"Delaware",367.76,438,230.16,373,204.86,39,2014-07-31
"District of Columbia",346.37,567,287.5,485,209.83,47,2014-07-31
"Florida",301.79,8394,217.68,7046,151.58,629,2014-07-31
"Georgia",326.75,3936,216.48,2980,145.62,278,2014-07-31
"Hawaii",309.64,408,265.58,455,174.23,29,2014-07-31
"Idaho",276.41,391,249.07,580,165.19,31,2014-07-31
"Illinois",355.84,4994,283.29,4712,194,408,2014-07-31
"Indiana",332.89,2117,211.13,1940,154.32,295,2014-07-31
"Iowa",366.98,863,290.5,877,249.3,112,2014-07-31
"Kansas",350.48,1036,262.86,855,121.73,130,2014-07-31
"Kentucky",338.59,1304,182.21,1298,123.13,165,2014-07-31
"Louisiana",366.72,1363,244.42,1172,142.66,285,2014-07-31
"Maine",317.67,551,246.02,564,272.95,59,2014-07-31
"Montana",266.95,679,242.91,330,588.04,29,2014-07-31
"Nebraska",341.27,630,250.49,625,133.37,73,2014-07-31
"Nevada",269.24,1104,229.56,1233,235.3,75,2014-07-31
"New Hampshire",358.96,526,290.65,577,617.09,46,2014-07-31
"New Jersey",349.52,2737,288.26,3617,227.02,234,2014-07-31
"New Mexico",289.74,696,201.4,566,94.88,58,2014-07-31
"New York",347.27,7029,265.55,7564,208.24,563,2014-07-31
"North Carolina",349.61,3589,245.22,2576,149.22,277,2014-07-31
"North Dakota",405.04,185,364.95,270,336.51,21,2014-07-31
"Ohio",334.89,3791,217.51,3730,165.61,499,2014-07-31
"Oklahoma",364.99,942,233.22,920,119.97,168,2014-07-31
"Oregon",208.78,1962,183.92,1712,175.2,81,2014-07-31
"Maryland",370.48,2518,252.15,2096,187.53,178,2014-07-31
"Massachusetts",350.5,3611,289.22,3207,221.53,265,2014-07-31
"Michigan",291.97,3637,275.6,3253,266.25,270,2014-07-31
"Minnesota",357.8,2115,276.34,2103,184.7,114,2014-07-31
"Mississippi",335.65,534,145.64,467,146.12,128,2014-07-31
"Missouri",357.66,1974,245.23,1797,145.81,271,2014-07-31
"Pennsylvania",366.21,4888,267.37,4260,193.59,457,2014-07-31
"Rhode Island",322.78,637,257.87,461,199.96,40,2014-07-31
"South Carolina",342.34,1476,201.69,1209,186.76,147,2014-07-31
"South Dakota",377.37,194,351.5,223,123.94,22,2014-07-31
"Tennessee",353.44,1981,225.62,1631,184.16,191,2014-07-31
"Texas",337.45,7427,233.27,7472,143.87,1051,2014-07-31
"Utah",288.12,855,238.33,911,207.35,57,2014-07-31
"Vermont",375.27,328,317.09,307,190.36,27,2014-07-31
"Virginia",367.7,3075,291.97,2614,224.07,255,2014-07-31
"Washington",233,2973,190.1,3082,138.47,136,2014-07-31
"West Virginia",354.37,488,214.93,469,145.37,55,2014-07-31
"Wisconsin",353.18,1989,271.84,1855,250.79,147,2014-07-31
"Wyoming",349.69,115,349.9,166,161.3,12,2014-07-31
"Alabama",340.73,1403,205.01,1278,NA,161,2014-08-31
"Alaska",291.32,330,261.71,414,NA,33,2014-08-31
"Arizona",300.33,2425,209.22,2155,NA,283,2014-08-31
"Arkansas",346.86,764,180.05,731,NA,135,2014-08-31
"California",245.11,15234,191.36,17049,NA,995,2014-08-31
"Colorado",238.43,2860,197.1,2481,NA,168,2014-08-31
"Connecticut",341.07,1641,271.62,1774,NA,108,2014-08-31
"Delaware",365.7,450,229.55,382,NA,39,2014-08-31
"District of Columbia",348.73,584,288.3,499,NA,47,2014-08-31
"Florida",302.62,8566,217.67,7258,NA,641,2014-08-31
"Georgia",326.91,4042,216.69,3079,NA,282,2014-08-31
"Hawaii",310,417,267.17,467,NA,29,2014-08-31
"Idaho",277.06,396,248.98,591,NA,32,2014-08-31
"Illinois",355.96,5132,283.15,4867,NA,412,2014-08-31
"Indiana",332.92,2168,211.55,1996,NA,304,2014-08-31
"Iowa",365.66,882,289.14,906,NA,112,2014-08-31
"Kansas",351.23,1068,261.64,886,NA,130,2014-08-31
"Kentucky",337.94,1342,183.53,1329,NA,167,2014-08-31
"Louisiana",366.52,1392,244.63,1209,NA,293,2014-08-31
"Maine",315.45,565,254.37,580,NA,59,2014-08-31
"Montana",266.79,687,251.1,339,NA,30,2014-08-31
"Nebraska",340.27,644,251.05,644,NA,73,2014-08-31
"Nevada",268.08,1127,229.09,1269,NA,76,2014-08-31
"New Hampshire",356.7,540,291.41,589,NA,46,2014-08-31
"New Jersey",348.6,2801,287.8,3725,NA,238,2014-08-31
"New Mexico",289.2,713,201.74,578,NA,58,2014-08-31
"New York",346.09,7195,265.27,7771,NA,576,2014-08-31
"North Carolina",349.06,3673,245.66,2670,NA,285,2014-08-31
"North Dakota",405.46,186,349.7,276,NA,21,2014-08-31
"Ohio",334.53,3867,217.57,3832,NA,503,2014-08-31
"Oklahoma",363.3,967,232.87,942,NA,175,2014-08-31
"Oregon",208.3,2006,183.08,1767,NA,85,2014-08-31
"Maryland",370.61,2579,252.39,2163,NA,182,2014-08-31
"Massachusetts",350.11,3695,288.39,3323,NA,271,2014-08-31
"Michigan",291,3719,274.2,3342,NA,274,2014-08-31
"Minnesota",355.02,2167,276.22,2158,NA,115,2014-08-31
"Mississippi",337.64,549,146.47,482,NA,131,2014-08-31
"Missouri",357.95,2015,245.99,1851,NA,274,2014-08-31
"Pennsylvania",366.01,5019,267.94,4388,NA,469,2014-08-31
"Rhode Island",321.07,659,258.25,477,NA,42,2014-08-31
"South Carolina",342.03,1515,202.71,1242,NA,152,2014-08-31
"South Dakota",377.73,200,348.33,228,NA,22,2014-08-31
"Tennessee",352.62,2029,225.79,1671,NA,198,2014-08-31
"Texas",336.85,7558,232.33,7655,NA,1068,2014-08-31
